kaart;type;straat;huisnummer;huisnummerletter;huisnummertoevoeging;postcode;plaats;stadsdeel;www;email;telefoonnummer;fax;openingstijden;bijzonderheden;;
Good Food Advice;adres;Sint Antoniesbreestraat;88;;;1011HB;Amsterdam;Centrum;http://www.goodfoodadvice.nl;;06 5117 8763;;;praktijk van: mevr. n. smoltsak, diëtiste en coach.;;
Apotheek Reade;adres;Dr. Jan van Breemenstraat;2;;;1056AB;Amsterdam;West;http://apotheek.reade.nl/home;apotheek@reade.nl;020 589 6388;020 589 6389;;;;
Apotheek Kwakoe;adres;Bijlmerdreef;661;;;1102RR;Amsterdam;Zuidoost;http://www.apotheekkwakoe.nl;info@apotheekkwakoe.nl;020 651 3050;020 651 3054;;;;
De Kleine Wereld;adres;Jan Luijkenstraat;6;;;1071CM;Amsterdam;Zuid;http://www.dekleinewereld.nl;tamira@dekleinewereld.nl;020 412 0633;020 412 0564;;;;
Apotheek Medicijnman Utrechtsestraat;adres;Utrechtsestraat;86;;;1017VR;Amsterdam;Centrum;http://www.utrechtsestraat.amsterdam/?p=619;;020 624 4333;;;;;
Mediq-apotheek Parlevinker;adres;Parlevinker;7;;;1034PX;Amsterdam;Noord;https://parlevinker.mediq-apotheek.nl;parlevinker@mediq-apotheek.nl;020 337 1169;020 337 1841;;;;
Apotheek Medisch Centrum Oost;adres;Tweede Oosterparkstraat;274;;;1092BV;Amsterdam;Oost;http://www.linnaeus.nl;info@apotheekmco.nl;020 460 2290;020 460 2291;;;;
De Ruyter Apotheek;adres;Admiraal De Ruijterweg;129;;hs;1056EX;Amsterdam;West;http://www.deruyterapotheek.nl;info@deruyterapotheek.nl;020 616 3225;020 616 6290;;;;
BovenIJ Poliklinische Apotheek;adres;Statenjachtstraat;1;;;1034CS;Amsterdam;Noord;https://www.bovenijapotheek.nl/;bovenijapotheek@bovenij.nl;020 634 6613;;;;;
BovenIJ Poliklinische Apotheek;adres;POSTBUS;37610;;;1030BD;AMSTERDAM;;https://www.bovenijapotheek.nl/;bovenijapotheek@bovenij.nl;020 634 6613;;;;;
Service-apotheek Sam van Houten;adres;Sam van Houtenstraat;1;;;1067JA;Amsterdam;Nieuw West;http://www.apotheeksamvanhouten.leef.nl;info@apotheeksamvanhouten.nl;020 448 9670;020 448 9679;;;;
Poliklinische Apotheek Sint Lucas Andreas;adres;Jan Tooropstraat;164;;route 01;1061AE;Amsterdam;Nieuw West;http://www.sintlucasandreasziekenhuis.nl/afdeling/apotheek;;020 510 8512;020 616 3894;;;;
Poliklinische Apotheek Sint Lucas Andreas;postadres;Postbus;9243;;;1006AE;Amsterdam;;http://www.sintlucasandreasziekenhuis.nl/afdeling/apotheek;;020 510 8512;020 616 3894;;;;
Poliklinische apotheek AMC;postadres;Postbus;22660;;;1100DD;Amsterdam;;http://www.amc.nl/web/zorg/patient/poliklinische-apotheek-amc.htm;amcapotheek@amc.uva.nl;020 566 3677;020 566 9649;;;;
Poliklinische apotheek AMC;adres;Meibergdreef;9;;;1105AZ;Amsterdam;Zuidoost;http://www.amc.nl/web/zorg/patient/poliklinische-apotheek-amc.htm;amcapotheek@amc.uva.nl;020 566 3677;020 566 9649;;;;
Service-apotheek Amsterdam;adres;Van Diemenstraat;236;;;1013CR;Amsterdam;West;http://www.mkoh.nl/nl/apotheek;apotheekamsterdam@ezorg.nl;020 623 7417;;;;;
Apotheek Ardalan;adres;Bankwerkerij;83;;;1021NT;Amsterdam;Noord;http://www.apotheekardalan.nl;apotheekardalan@ezorg.nl;020 636 0404;020 636 4856;;;;
Poliklinische Apotheek OLVG;adres;Oosterpark;9;;;1091AC;Amsterdam;Oost;http://www.olvg.nl/afdelingen/apotheek/poliklinische_apotheek;poli-apotheek@olvg.nl;020 599 4190;020 894 2341;;;;
Poliklinische Apotheek OLVG;postadres;Postbus;95500;;;1090HM;Amsterdam;;http://www.olvg.nl/afdelingen/apotheek/poliklinische_apotheek;poli-apotheek@olvg.nl;020 599 4190;020 894 2341;;;;
Apotheek Ananse;adres;Kempering;68;;;1104KG;Amsterdam;Zuidoost;http://www.apotheekananse.nl;info@apotheekananse.nl;020 600 2618;020 600 8599;;;;
Stichting Elance;adres;Marius van Bouwdijk Bastiaansestraat;30;;;1054SP;Amsterdam;West;http://www.elanceacademy.nl;info@elanceacademy.nl;;;;elance academy coacht meiden uit verschillende culturen. doel is een betere aansluiting op school, op de arbeidsmarkt of in het sociale leven.;;
Diëtistenpraktijk Voeding+Advies;adres;Pieter Calandlaan;341;;;1068NH;Amsterdam;Nieuw West;http://voedingplusadvies.nl;gaby@voedingplusadvies.nl;06 2471 0868;;;;;
Diëtistenpraktijk Voeding+Advies;adres;Burgemeester Röellstraat;15;;;1064BJ;Amsterdam;Nieuw West;http://voedingplusadvies.nl;gaby@voedingplusadvies.nl;06 2471 0868;;;;;
Diëtistenpraktijk Voeding+Advies;adres;Overtoom;205;;;1054HT;Amsterdam;West;http://voedingplusadvies.nl;gaby@voedingplusadvies.nl;06 2471 0868;;;;;
Centrum voor Medische Keuringen;adres;Manegestraat;2;A;;1018VP;Amsterdam;Centrum;http://www.cvmk.nl;info@cvmk.nl;020 820 4546;;;bij het centrum voor medische keuringen kunt u o.a. terecht voor:      <ul>        <li>rijbewijs keuringen voor 75+ </li>        <li>keuring voor groot rijbewijs c,d/e </li>        <li>keuring t;;
Psychotherapie amsterdam;adres;Parnassusweg;207;;;1077DG;Amsterdam;Zuid;http://www.psychotherapieamsterdam.nl;secretariaat@psychotherapieamsterdam.nl;020 673 0282;;;praktijk voor zowel specialistische ggz-zorg (tweedelijns zorg) als generalistische basis-ggz (eerstelijns zorg).       het behandelteam bestaat uit psychologen, klinisch psychologen, psychoth;;
De Klif;adres;Hakfort;42;;;1102LA;Amsterdam;Zuidoost;http://www.legerdesheils.nl/goodwillcentra-amsterdam/;;020 453 0617;;;de klif is een kleinschalige woonvoorziening voor zwerfjongeren van het leger des heils.<br />;;
Bij Bosshardt;adres;Karspeldreef;1161;;;1104SE;Amsterdam;Zuidoost;http://www.legerdesheils.nl/goodwillcentra-amsterdam/;;020 520 8408;;;bij 'bij bosshardt' is iedereen uit de wijk welkom om te praten en te luisteren, om iets te doen of zomaar te zitten. bij bosshardt kan men terecht voor een kop koffie, een luisterend oor,;;
Bij Bosshardt;adres;Loenermark;317;;-318;1025TD;Amsterdam;Noord;http://www.legerdesheils.nl/goodwillcentra-amsterdam/;;020 520 8408;;;bij 'bij bosshardt' is iedereen uit de wijk welkom om te praten en te luisteren, om iets te doen of zomaar te zitten. bij bosshardt kan men terecht voor een kop koffie, een luisterend oor,;;
Bij Bosshardt;adres;Oudezijds Voorburgwal;14;;;1012GD;Amsterdam;Centrum;http://www.legerdesheils.nl/goodwillcentra-amsterdam/;;020 520 8408;;;bij 'bij bosshardt' is iedereen uit de wijk welkom om te praten en te luisteren, om iets te doen of zomaar te zitten. bij bosshardt kan men terecht voor een kop koffie, een luisterend oor,;;
OuderenVerhuiszorg;adres;Sloestraat;3;;III;1078BE;Amsterdam;Zuid;http://www.ouderenverhuiszorg.nl;entree@ouderenverhuiszorg.nl;020 676 1326;;;ouderenverhuiszorg helpt ouderen die (moeten) verhuizen maar niet kunnen of willen terugvallen op mantelzorgers of vrijwilligers.<br />;;
OuderenWoningaanpassing;adres;Sloestraat;3;;III;1078BE;Amsterdam;Zuid;http://www.ouderenwoningaanpassing.nl;entree@ouderenwoningaanpassing.nl;020 676 1326;;;ouderenwoningaanpassing zorgt ervoor dat ouderen veilig en verantwoord in eigen woning kunnen blijven wonen.;;
Mannenkliniek Andros;adres;Van Boshuizenstraat;12;;;1083BA;Amsterdam;Zuid;http://www.andros.nl;amsterdam@andros.nl;020 642 2227;020 642 2340;;andros is een kliniek die zich richt op de gezondheid van de ouder wordende man.       andros richt zich voornamelijk op drie specifieke gebieden:       <ul>        <li>plasklachten, veelal;;
Dietheek;adres;Statenjachtstraat;834;;;1034JJ;Amsterdam;Noord;;;088 425 3600;;;;;
Dietheek;adres;Beverwijkstraat;9;;;1024VL;Amsterdam;;;;088 425 3600;;;;;
Dietheek;adres;Loenermark;900;;;1025VR;Amsterdam;Noord;;;088 425 3600;;;;;
Dietheek;adres;Courbetstraat;34;;;1077ZV;Amsterdam;Zuid;;;088 425 3600;;;;;
Dietheek;adres;Trompenburgstraat;4;A;;1079TX;Amsterdam;Zuid;;;088 425 3600;;;;;
Creatieveling;adres;Borgerstraat;34;C;;1053PS;Amsterdam;West;http://www.creatieveling.com;creatieveling@outlook.com;06 1079 0151;;;beeldende therapie voor kinderen en gezinnen.       soms is het helemaal niet duidelijk waar klachten of problemen van een kind vandaan komen. beeldende therapie kan helpen om dit meer in zich;;
Totally Teen coaching;adres;Stadionweg;269;;;1076NZ;Amsterdam;Zuid;http://www.totallyteen.nl;famke@totallyteen.nl;020 672 3123;;;totally teen helpt tieners in het vinden van een oplossing voor hun hulpvraag, met als doel hun zelfvertrouwen en weerbaarheid te vergroten.       aanbod:       <ul>        <li>coachsessies;;
Paramedisch Kind- en Beweegcentrum;adres;Bijlmerdreef;494;;A-B;1102AC;Amsterdam;Zuidoost;http://www.paramedischkindenbeweegcentrum.nl;info@paramedischkindenbeweegcentrum.nl;020 695 3570;;;"paramedische zorg voor kinderen van 0-18 jaar:    kinderoefentherapie    kinderergotherapie    kinderlogopedie    kinderdi&euml;tetiek    kinderpodotherapie    kindero";;
Praktijk Veldhuis;adres;Oosterpark;76;;;1092AT;Amsterdam;Oost;http://www.praktijkveldhuis.nl;info@praktijkveldhuis.nl;06 1399 5506;;;praktijk van dhr. j. veldhuis, psychiater voor jeugd en jong volwassenen amsterdam.;;
Ria Bijvoet, praktijk voor levens- en loopbaanontwikkeling;adres;Anjeliersstraat;22;;;1015NH;Amsterdam;Centrum;http://www.riabijvoet.nl/welkom.html;rbijvoet@xs4all.nl;020 626 3130;;;"praktijk voor:    psychosociale begeleiding    coaching    loopbaanbegeleiding.    de&nbsp;begeleiding is altijd maatwerk en richt zich op alle terreinen: fysiek, mentaal, emoti";;
GGD Amsterdam;adres;Nieuwe Achtergracht;100;;;1018WT;Amsterdam;Centrum;http://www.ggd.amsterdam.nl;info@ggd.amsterdam.nl;020 555 5911;;;de ggd amsterdam beschermt en bevordert de volksgezondheid. het werkgebied is: amsterdam, aalsmeer, amstelveen, diemen, ouder-amstel en uithoorn.<br />;;
GGD Amsterdam;postadres;Postbus;2200;;;1000CE;Amsterdam;;http://www.ggd.amsterdam.nl;info@ggd.amsterdam.nl;020 555 5911;;;de ggd amsterdam beschermt en bevordert de volksgezondheid. het werkgebied is: amsterdam, aalsmeer, amstelveen, diemen, ouder-amstel en uithoorn.<br />;;
GHOR-bureau Amsterdam-Amstelland;adres;Nieuwe Achtergracht;100;;;1018WT;Amsterdam;Centrum;http://www.ghor-amsterdam-amstelland.nl/;info@ghorasd.nl;020 555 5180;;;"in ramp- en crisissituaties co&ouml;rdineert en regisseert&nbsp;de ghor de geneeskundige hulpverlening en stemt deze af met andere betrokken partijen, zoals brandweer, politie en gemeenten.&nbsp;al";;
GHOR-bureau Amsterdam-Amstelland;adres;POSTBUS;2200;;;1000CE;AMSTERDAM;;http://www.ghor-amsterdam-amstelland.nl/;info@ghorasd.nl;020 555 5180;;;"in ramp- en crisissituaties co&ouml;rdineert en regisseert&nbsp;de ghor de geneeskundige hulpverlening en stemt deze af met andere betrokken partijen, zoals brandweer, politie en gemeenten.&nbsp;al";;
Leefomgeving (GGD);adres;Nieuwe Achtergracht;100;;;1018WT;Amsterdam;Centrum;http://www.ggd.amsterdam.nl;lo@ggd.amsterdam.nl;020 555 5405;;;de afdeling leefomgeving van de ggd signaleert problemen in de relatie tussen milieu en gezondheid, doet onderzoek naar de leefomgeving van de amsterdamse bevolking, adviseert hierover en neemt maa;;
Leefomgeving (GGD);postadres;Postbus;2200;;;1000CE;Amsterdam;;http://www.ggd.amsterdam.nl;lo@ggd.amsterdam.nl;020 555 5405;;;de afdeling leefomgeving van de ggd signaleert problemen in de relatie tussen milieu en gezondheid, doet onderzoek naar de leefomgeving van de amsterdamse bevolking, adviseert hierover en neemt maa;;
Algemene Gezondheidszorg (GGD);postadres;Postbus;2200;;;1000CE;Amsterdam;;http://www.ggd.amsterdam.nl;agzsecretariaat@ggd.amsterdam.nl;020 555 5513;020 555 5106;;cluster algemene gezondheidszorg (agz) werkt uitsluitend in opdracht van politie, justitie en gemeente.    agz regelt de inzet van onafhankelijke artsen bij:    - onderzoek van slachtoffe;;
Algemene Gezondheidszorg (GGD);adres;Nieuwe Achtergracht;100;;;1018WT;Amsterdam;Centrum;http://www.ggd.amsterdam.nl;agzsecretariaat@ggd.amsterdam.nl;020 555 5513;020 555 5106;;cluster algemene gezondheidszorg (agz) werkt uitsluitend in opdracht van politie, justitie en gemeente.    agz regelt de inzet van onafhankelijke artsen bij:    - onderzoek van slachtoffe;;
Jeugdgezondheidszorg (GGD);adres;Nieuwe Achtergracht;100;;;1018WT;Amsterdam;Centrum;http://www.ggd.amsterdam.nl;JGZsecretariaat@ggd.amsterdam.nl;020 555 5209;;;vanuit de ouder-en-kindcentra (okc) geeft het cluster jeugdgezondheidszorg basiszorg aan alle in amsterdam wonende kinderen van 0 tot 19 jaar.<br /> voorop staat het voorkomen en vroegtijdig opspor;;
Jeugdgezondheidszorg (GGD);postadres;Postbus;2200;;;1000CE;Amsterdam;;http://www.ggd.amsterdam.nl;JGZsecretariaat@ggd.amsterdam.nl;020 555 5209;;;vanuit de ouder-en-kindcentra (okc) geeft het cluster jeugdgezondheidszorg basiszorg aan alle in amsterdam wonende kinderen van 0 tot 19 jaar.<br /> voorop staat het voorkomen en vroegtijdig opspor;;
Epidemiologie, Gezondheidsbevordering & Zorginnovatie;postadres;Postbus;2200;;;1000CE;Amsterdam;;http://www.ggd.amsterdam.nl;eg@ggd.amsterdam.nl;020 555 5495;;;egz doet onderzoek naar de gezondheidstoestand van de bevolking in het werkgebied.<br /> de resultaten worden vertaald naar groepsgerichte preventieprogramma's.;;
Epidemiologie, Gezondheidsbevordering & Zorginnovatie;adres;Nieuwe Achtergracht;100;;;1018WT;Amsterdam;Centrum;http://www.ggd.amsterdam.nl;eg@ggd.amsterdam.nl;020 555 5495;;;egz doet onderzoek naar de gezondheidstoestand van de bevolking in het werkgebied.<br /> de resultaten worden vertaald naar groepsgerichte preventieprogramma's.;;
Geïntegreerde Voorziening (GV) Zuidoost;adres;Flierbosdreef;23;;;1102BV;Amsterdam;Zuidoost;http://www.amsterdam.nl/zorg-welzijn/geintegreerde;;020 555 5821;;;"in een gv verlenen de gemeente amsterdam werk en inkomen en de geneeskundige en gezondheidsdienst (ggd) samen met andere organisaties&nbsp;zorg en hulp aan amsterdammers met psychiatrische probleme";;
Steunpunt Seksueel Geweld Amsterdam (SSGA);adres;Nieuwe Achtergracht;100;;;1018WT;Amsterdam;Centrum;http://www.ggd.amsterdam.nl;ssga@ggd.amsterdam.nl;020 555 5227;020 555 5696;telefonisch bereikbaar: ma t/m do 09.00-17.00 uur.;ssga heeft als doel bestrijding en preventie van seksueel geweld en verbetering van hulpverlening na seksueel geweld.;;
Steunpunt Seksueel Geweld Amsterdam (SSGA);postadres;Postbus;2200;;;1000CE;Amsterdam;;http://www.ggd.amsterdam.nl;ssga@ggd.amsterdam.nl;020 555 5227;020 555 5696;telefonisch bereikbaar: ma t/m do 09.00-17.00 uur.;ssga heeft als doel bestrijding en preventie van seksueel geweld en verbetering van hulpverlening na seksueel geweld.;;
Vangnet MGGZ (GGD);postadres;Postbus;2200;;;1000CE;Amsterdam;;http://www.ggd.amsterdam.nl;vangnet@ggd.amsterdam.nl;020 555 5462;;;de afdeling vangnet van de ggd bemoeit zich met amsterdammers in een sociaal maatschappelijke of psychische crisis.    vaak is de problematiek acuut. soms bestaan de problemen al langer maar z;;
Vangnet MGGZ (GGD);adres;Nieuwe Achtergracht;100;;;1018WT;Amsterdam;Centrum;http://www.ggd.amsterdam.nl;vangnet@ggd.amsterdam.nl;020 555 5462;;;de afdeling vangnet van de ggd bemoeit zich met amsterdammers in een sociaal maatschappelijke of psychische crisis.    vaak is de problematiek acuut. soms bestaan de problemen al langer maar z;;
Reizigersadvies- en Vaccinatiebureau (GGD);adres;Nieuwe Achtergracht;100;;;1018WT;Amsterdam;Centrum;http://www.ggd.amsterdam.nl;;020 555 5090;;;het reizigersadvies- en vaccinatiebureau biedt persoonlijk advies en vaccinaties.;;
Reizigersadvies- en Vaccinatiebureau (GGD);postadres;Postbus;2200;;;1000CE;Amsterdam;;http://www.ggd.amsterdam.nl;;020 555 5090;;;het reizigersadvies- en vaccinatiebureau biedt persoonlijk advies en vaccinaties.;;
Logopedisten GGD;postadres;Postbus;2200;;;1000CE;Amsterdam;;http://www.ggd.amsterdam.nl;logopedie@ggd.amsterdam.nl;020 555 5209;;;op diverse scholen en voorscholen in amsterdam is een logopedist van de ggd werkzaam.;;
Logopedisten GGD;adres;Nieuwe Achtergracht;100;;;1018WT;Amsterdam;Centrum;http://www.ggd.amsterdam.nl;logopedie@ggd.amsterdam.nl;020 555 5209;;;op diverse scholen en voorscholen in amsterdam is een logopedist van de ggd werkzaam.;;
Voorzorg GGD;adres;Nieuwe Achtergracht;100;;;1018WT;Amsterdam;Centrum;http://www.ggd.amsterdam.nl/jeugd/voorzorg-eerste/;voorzorg@ggd.amsterdam.nl;020 555 5704;;;voorzorg is een huisbezoekprogramma, dat steun en begeleiding biedt aan jonge meiden die zwanger zijn van hun eerste kind en problemen op meerdere leefgebieden hebben.<br /> <br /> voorzorg wordt u;;
Voorzorg GGD;postadres;Postbus;2200;;;1000CE;Amsterdam;;http://www.ggd.amsterdam.nl/jeugd/voorzorg-eerste/;voorzorg@ggd.amsterdam.nl;020 555 5704;;;voorzorg is een huisbezoekprogramma, dat steun en begeleiding biedt aan jonge meiden die zwanger zijn van hun eerste kind en problemen op meerdere leefgebieden hebben.<br /> <br /> voorzorg wordt u;;
VTO-Vroeghulp;adres;Nieuwe Achtergracht;100;;;1018WT;Amsterdam;Centrum;http://www.vtovroeghulp.nl;info@vtovroeghulp.nl;020 555 5244;020 555 5570;;"vto-vroeghulp biedt ondersteuning aan ouders met een kind van 0 tot&nbsp;7 jaar die vragen hebben over de ontwikkeling.";;
Dr. Valckenier spreekuur (huisarts inloopspreekuur);adres;Valckenierstraat;2;;;1018XG;Amsterdam;Centrum;http://www.ggd.amsterdam.nl/drugs/dr-valckenier/;;020 555 5624;020 555 5177;op volgorde van binnenkomst:<br /> - maandag t/m vrijdag 09.00-12.00 uur.;"sociaal-medische (huisarts) spreekuren gericht op een groep pati&euml;nten die vanuit psychosociale problematiek niet voldoende toegang hebben tot zorg.    belangrijkste doelgroepen zijn: alco";;
Geïntegreerde Voorziening (GV) West;adres;Elisabeth Wolffstraat;2;;-4;1052RR;Amsterdam;West;http://www.amsterdam.nl/zorg-welzijn/geintegreerde;;020 252 6060;;;"in een gv verlenen de gemeente amsterdam werk en inkomen en de geneeskundige en gezondheidsdienst (ggd) samen met&nbsp;andere organisaties&nbsp;zorg en hulp aan amsterdammers met psychiatrische pro";;
Geïntegreerde Voorziening (GV) Centrum;adres;Valckenierstraat;2;;;1018XG;Amsterdam;Centrum;https://www.amsterdam.nl/zorg-ondersteuning/ondersteuning/dak-thuisloos/geintegreerde/geintegreerde-1/;;020 555 5624;020 555 5177;;"in een gv verlenen de gemeente amsterdam werk en inkomen en de ggd samen met&nbsp;andere organisaties zorg en hulp aan amsterdammers met psychiatrische problemen en/of een verslaving.";;
Hygiëne en Inspectie;adres;Nieuwe Achtergracht;100;;;1018WT;Amsterdam;Centrum;http://www.ggd.amsterdam.nl;hygiene@ggd.amsterdam.nl;020 555 5581;;;"de afdeling hygi&euml;ne en inspectie van de ggd&nbsp;adviseert en inspecteert instellingen, bedrijven en ondernemers op het gebied van hygi&euml;ne en infectiepreventie.    de inspectie kinde";;
Hygiëne en Inspectie;postadres;Postbus;2200;;;1000CE;Amsterdam;;http://www.ggd.amsterdam.nl;hygiene@ggd.amsterdam.nl;020 555 5581;;;"de afdeling hygi&euml;ne en inspectie van de ggd&nbsp;adviseert en inspecteert instellingen, bedrijven en ondernemers op het gebied van hygi&euml;ne en infectiepreventie.    de inspectie kinde";;
Streeklaboratorium (GGD);postadres;Postbus;2200;;;1000CE;Amsterdam;;http://www.ggd.amsterdam.nl;sla@ggd.amsterdam.nl;020 555 5275;020 555 5629;;het streeklaboratorium voor de volksgezondheid en bijzonder instituut voor virologie, maakt deel uit van de ggd amsterdam. het streeklaboratorium verricht microbiologisch diagnostisch onderzoek voo;;
Streeklaboratorium (GGD);adres;Nieuwe Achtergracht;100;;;1018WT;Amsterdam;Centrum;http://www.ggd.amsterdam.nl;sla@ggd.amsterdam.nl;020 555 5275;020 555 5629;;het streeklaboratorium voor de volksgezondheid en bijzonder instituut voor virologie, maakt deel uit van de ggd amsterdam. het streeklaboratorium verricht microbiologisch diagnostisch onderzoek voo;;
TBC bestrijding;adres;Nieuwe Achtergracht;100;;;1018WT;Amsterdam;Centrum;http://www.ggd.amsterdam.nl;tbc@ggd.amsterdam.nl;020 555 5322;;"op de website van de ggd staan de tijden&nbsp;voor de <a href=http://www.ggd.amsterdam.nl/infectieziekten/tuberculose/openingstijden-tbc/"">spreekuren</a> voor verschillende doelgroepen.""";"deze&nbsp;afdeling van de ggd houdt zich bezig met opsporing, diagnose en therapie van tuberculose.";;
TBC bestrijding;postadres;Postbus;2200;;;1000CE;Amsterdam;;http://www.ggd.amsterdam.nl;tbc@ggd.amsterdam.nl;020 555 5322;;"op de website van de ggd staan de tijden&nbsp;voor de <a href=http://www.ggd.amsterdam.nl/infectieziekten/tuberculose/openingstijden-tbc/"">spreekuren</a> voor verschillende doelgroepen.""";"deze&nbsp;afdeling van de ggd houdt zich bezig met opsporing, diagnose en therapie van tuberculose.";;
